rank,team,season,week,n_pitchers,fip_mean,fip_std,fip_p10,fip_p25,fip_p50,fip_p75,fip_p90,n_returning_pitchers,n_unknown_pitchers,ip_coverage
144,CIT,2026,,11,5.737990807232402,0.417057164753339,5.216292894917183,5.455351065643356,5.733193587612875,6.0185301840182515,6.273441425745575,11,0,1.0
145,FAU,2026,,15,5.741053971616381,0.3875146284839548,5.240665147401301,5.479210897561116,5.743267243115639,6.0074248393929315,6.233969243194509,15,0,1.0
146,LR,2026,,14,5.741478231911324,0.3355955737044455,5.309023476078286,5.514945081981038,5.742266475119489,5.970297576727922,6.173344710156422,14,0,1.0
147,EIU,2026,,11,5.74274154095825,0.3915380268317376,5.242542595528087,5.47996925698548,5.7391125848110445,6.0079921577188795,6.245870348906452,11,0,1.0
148,PEPP,2026,,11,5.745717989907556,0.39208127312474456,5.246422356800575,5.48316777797912,5.7455167415819695,6.012586534687501,6.247331184156618,11,0,1.0
149,SMC,2026,,11,5.7460287292459284,0.40453888193509047,5.232693489219659,5.47063922672397,5.744072448905675,6.012976344922627,6.265356358831559,11,0,1.0
150,MONM,2026,,11,5.749966828035,0.3674556245709135,5.27637797965606,5.502739443758491,5.747124029960506,6.000162593893812,6.21721697161937,11,0,1.0
151,WIN,2026,,13,5.751084490875871,0.3624730326093519,5.285026127501074,5.509768754295653,5.751125013063186,5.995465000446103,6.20942082964782,13,0,1.0
152,EVAN,2026,,11,5.751245608248217,0.3634829246889574,5.286539001964663,5.510522896330244,5.7536399961135025,5.992464589498999,6.212424053857096,11,0,1.0
153,JMU,2026,,12,5.75488121473503,0.4172447111324867,5.222629387960148,5.472400700929313,5.758484498296573,6.0380990084500565,6.2868541834694485,12,0,1.0
154,JAX,2026,,16,5.755591126157553,0.32950982681476987,5.334399411836897,5.536108469637236,5.755618364027997,5.9793882402167435,6.179191182599118,16,0,1.0
155,HCU,2026,,14,5.760362439090166,0.34198688096944124,5.323689083431079,5.53063113581031,5.764208897388648,5.985001198815557,6.196967162221594,14,0,1.0
156,SIUE,2026,,15,5.760426600184037,0.3375755084596263,5.333209202784571,5.527177774822569,5.756092505548472,5.990590031516152,6.197376399997255,15,0,1.0
157,IONA,2026,,11,5.761044076177674,0.4122108560537967,5.227322501147129,5.483419737197735,5.754655544355589,6.042820050855819,6.301192097336819,11,0,1.0
158,MIZ,2026,,16,5.766676364281392,0.34147947541976076,5.3253707967172135,5.533709535179565,5.766806194317008,6.000995458114476,6.206164949103389,16,0,1.0
159,GMU,2026,,16,5.7679792357413335,0.34721982442375804,5.318185573805101,5.5280381343285505,5.769652033044508,6.002228206662623,6.210222373960314,16,0,1.0
160,NU,2026,,7,5.768125012600067,0.42925637100515135,5.2138112764090785,5.4790693545334825,5.764445888793121,6.0569401884791,6.31219555783434,7,0,1.0
161,USF,2026,,14,5.769396427299284,0.38655381703779657,5.27713020427948,5.506935731558452,5.769966587854656,6.028593618141453,6.265624392473065,14,0,1.0
162,JVST,2026,,14,5.769442252056324,0.3513868412421706,5.321955322526297,5.529449751765075,5.770230278580939,6.006785481088784,6.223219573637149,14,0,1.0
163,LONG,2026,,11,5.7697320782072685,0.37762845907636844,5.27617654750563,5.513855826080832,5.773289709329563,6.024805387126037,6.252311935069575,11,0,1.0
164,ETSU,2026,,12,5.770072153184719,0.40959917366516746,5.245146327152121,5.487554911049887,5.773344222477931,6.0457030452920995,6.296614991547087,12,0,1.0
165,UTAH,2026,,13,5.774513403821473,0.3807670458110278,5.284274113125209,5.521087095216071,5.775779077680491,6.024594731802333,6.26112923083014,13,0,1.0
166,WMU,2026,,13,5.7760896714394345,0.3599160444896487,5.3135833318365,5.530361889401674,5.7701926502850425,6.021285779281711,6.244804413222758,13,0,1.0
167,GTWN,2026,,17,5.777483877605565,0.3343146853378739,5.349051652584937,5.557204087931155,5.775784440014374,6.001035689693857,6.2115184386147,17,0,1.0
168,SIU,2026,,9,5.778883357469212,0.43528481931850754,5.222189648474293,5.490099510458164,5.778053134281363,6.070155711729518,6.336031613477796,9,0,1.0
169,MSU,2026,,10,5.779277446363051,0.4134206861854181,5.250899964915183,5.509285324595952,5.7761396315780065,6.055217707613776,6.311022169075326,10,0,1.0
170,CARK,2026,,13,5.780015450698208,0.3876521199327413,5.286136908800091,5.513867558043086,5.774101099081816,6.043992856533254,6.2825742824838615,13,0,1.0
171,TTU,2026,,19,5.781398612294032,0.31911569601790235,5.375840796391335,5.563377263619749,5.783651480944366,5.99505917954214,6.189195782850803,19,0,1.0
172,LIU,2026,,11,5.7828663183539435,0.4586942173638795,5.197023002409425,5.4719395531150195,5.780914437281934,6.0898560009431115,6.381168071306227,11,0,1.0
173,AFA,2026,,14,5.783285008752928,0.37781771697043015,5.299114100333916,5.524307750350248,5.782504341763071,6.039988848510165,6.266567635767393,14,0,1.0
174,WASH,2026,,11,5.78485099461226,0.37453114058672543,5.306433540843017,5.537071664729661,5.787918171058214,6.035043299667149,6.256502388808965,11,0,1.0
175,CHSO,2026,,12,5.7852347924038,0.41071402927458295,5.2552841765613,5.508137387083226,5.783179360783015,6.054995575459286,6.316714106677835,12,0,1.0
176,MAN,2026,,11,5.787653495757456,0.456088608188095,5.208434389658807,5.481021934048132,5.782992950903489,6.091000494801802,6.369595608216852,11,0,1.0
177,LMU,2026,,13,5.794050020854801,0.38384780148086345,5.299820089905714,5.533580667135598,5.795266423686275,6.051975280060726,6.289914497889991,13,0,1.0
178,VILL,2026,,13,5.7959252070091205,0.3610508391786778,5.3342499427522165,5.552345816576533,5.794925121921867,6.039115044476002,6.255717418009744,13,0,1.0
179,DAV,2026,,13,5.79945965968587,0.3590827336376783,5.340582072618312,5.5558761196503115,5.794957733092122,6.044014914324924,6.262698408005507,13,0,1.0
180,ILST,2026,,13,5.800010959042693,0.385468709687882,5.307006062599442,5.539735749152282,5.796612755424066,6.06320710446338,6.2909767790445645,13,0,1.0
181,RAD,2026,,14,5.8007952446110265,0.35729758174822096,5.34526635035447,5.5585419861828935,5.795958481069555,6.042822882344293,6.261450472331914,14,0,1.0
182,FOR,2026,,15,5.803362305044685,0.3393685156717408,5.367185823509462,5.570659272596297,5.805773804195285,6.0302506493072086,6.241810337981745,15,0,1.0
183,AMCC,2026,,18,5.804443754464874,0.34243540501701886,5.366629215986019,5.573392655367654,5.806154301826364,6.035698322596284,6.247123520798964,18,0,1.0
184,LIP,2026,,11,5.805631731718424,0.43644630458163286,5.252573239126569,5.511207298087371,5.804170489325398,6.094021292964957,6.367594430612075,11,0,1.0
185,FAIR,2026,,10,5.806932069555915,0.45859066867645243,5.2199423372804,5.494639659675879,5.799916856991778,6.117206949748162,6.3975872278865324,10,0,1.0
186,GW,2026,,11,5.811880249004504,0.4122771174699097,5.285114632335604,5.535897127835006,5.807762839573707,6.088799705670158,6.347275704666349,11,0,1.0
187,SDSU,2026,,13,5.811951987839853,0.4088381689523923,5.290418330900501,5.536554357349615,5.812099405905187,6.084841907545796,6.336821129280951,13,0,1.0
188,TAR,2026,,13,5.8127605019387785,0.3848559016991349,5.323109517414311,5.547165720241412,5.813446471350417,6.069710851653669,6.311869678073661,13,0,1.0
189,NMSU,2026,,15,5.813569938935108,0.3712852854652402,5.338937600663816,5.563079454118598,5.812659140076853,6.065178754046711,6.289606363970904,15,0,1.0
190,PRES,2026,,17,5.813824462281729,0.3350086531022446,5.385827826074103,5.586886480409317,5.812296161903436,6.043455604057274,6.245967336341471,17,0,1.0
191,UAB,2026,,9,5.814404774875907,0.45459451385058075,5.228019138729335,5.508340564594769,5.821911529539188,6.117319232005002,6.392186403190989,9,0,1.0
192,SEA,2026,,10,5.816134944467678,0.3857911255394377,5.324782656188569,5.553401755268913,5.817802712396955,6.079044054447982,6.315111785452739,10,0,1.0
193,NICH,2026,,18,5.816911117196907,0.34316917777016764,5.379071865369236,5.589325289906597,5.817036589678016,6.048301651434895,6.25527508468465,18,0,1.0
194,LBSU,2026,,14,5.817147392788683,0.36560251458494275,5.3487124170259515,5.567589411782547,5.819035091042707,6.067524890204782,6.282922157390423,14,0,1.0
195,MSM,2026,,17,5.817565372144463,0.3055045444855247,5.421570474122378,5.611702381564261,5.820525406139404,6.0235731328631905,6.202695376028069,17,0,1.0
196,MD,2026,,13,5.824105302140703,0.36962844383202376,5.345146430085281,5.574534574721395,5.82602497380469,6.075849432772302,6.2976664989570805,13,0,1.0
197,OMA,2026,,13,5.82488461719663,0.37844852244970806,5.332462535967814,5.5771659663282,5.827130485314352,6.08224647010482,6.30491574452724,13,0,1.0
198,ALST,2026,,11,5.829654817545973,0.40171418092008687,5.31728773887106,5.554930425399257,5.831668319146562,6.102421774242068,6.34519120143474,11,0,1.0
199,SJU,2026,,13,5.831765182547636,0.37829853518645373,5.348001245275834,5.5800659383468405,5.834723989478594,6.0808285368132395,6.31987479763916,13,0,1.0
200,UIC,2026,,13,5.83182582361614,0.3708950575463769,5.353204155569158,5.579290507273181,5.830659309946503,6.078146498928286,6.313298404214228,13,0,1.0
201,NCAT,2026,,14,5.834689487338514,0.3700326985451773,5.359926363559088,5.585191173343302,5.836702428025477,6.0804604171527945,6.313955745958057,14,0,1.0
202,ACU,2026,,17,5.835421973221696,0.33884949304198825,5.404788504115127,5.601402250011182,5.835580890897264,6.07014253633992,6.266256362475565,17,0,1.0
203,UNCA,2026,,14,5.841171702253466,0.3504395255885634,5.391577158923693,5.6000998974793825,5.838387016075956,6.081302294063947,6.294484672834937,14,0,1.0
204,XAV,2026,,17,5.8423257735566665,0.3175766770216154,5.439075292645421,5.625502788359793,5.841639469108729,6.0562631766086525,6.245536811583743,17,0,1.0
205,BEL,2026,,14,5.844469780610331,0.36439231502075475,5.381521485788624,5.602348988608148,5.843306672974588,6.092851071523732,6.308915595385075,14,0,1.0
206,UPST,2026,,15,5.844955284860551,0.3692623217680143,5.365085790103511,5.594092891034271,5.846699898946646,6.103644473978781,6.315156688043091,15,0,1.0
207,SAM,2026,,14,5.8459206003341855,0.38844465245286,5.351760391286127,5.583036752993099,5.8483985248025,6.107411596818253,6.341707022589403,14,0,1.0
208,HPU,2026,,14,5.847909095692491,0.35525820879165737,5.400562134089447,5.608534954987732,5.844471190236717,6.082029354521662,6.307276440967092,14,0,1.0
209,RICH,2026,,17,5.848554171710324,0.3553526959814084,5.393946855992455,5.606706854817046,5.8499220834064625,6.0933541804497064,6.30000681986061,17,0,1.0
210,SLU,2026,,13,5.849454201013129,0.3790770163406205,5.36971591893052,5.5932118574059695,5.848893511887923,6.105491617841368,6.337748680755575,13,0,1.0
211,UNLV,2026,,13,5.853066522721331,0.3695544365907271,5.3733058706275045,5.609690937959195,5.853137920684349,6.103981469857505,6.327443858042815,13,0,1.0
212,TNTC,2026,,14,5.85369925369732,0.3748883922697107,5.3695097100417435,5.605671445052735,5.854423765657889,6.0979520518762005,6.341753797912636,14,0,1.0
213,USI,2026,,21,5.854943958287235,0.3102840956071022,5.459448068889641,5.645542363551245,5.856236597928605,6.062261928054529,6.249128475118963,21,0,1.0
214,STBK,2026,,12,5.855825292085257,0.4019960691570263,5.339749578394644,5.58361992383948,5.851803125964043,6.124196978101713,6.381562317334882,12,0,1.0
215,GASO,2026,,17,5.859250328562218,0.3551930392568133,5.407502278494168,5.625440231423947,5.853329014961361,6.095741081067576,6.320271523488333,17,0,1.0
216,NJIT,2026,,14,5.860844358245838,0.3665433926458391,5.385404147454341,5.615242811183471,5.864389896962173,6.1115240691232575,6.329670066989587,14,0,1.0
217,HC,2026,,13,5.86828823300891,0.370328958339658,5.395631766458608,5.619130847565368,5.870479193608515,6.121002137854532,6.344069462283755,13,0,1.0
218,ULM,2026,,14,5.868326164882457,0.40017753255633015,5.349989707734587,5.597687705532794,5.870347556771362,6.1476886299011015,6.385191825697981,14,0,1.0
219,QUIN,2026,,11,5.869234953404319,0.35227692794363186,5.409584588486597,5.628998549128366,5.872635911517982,6.108477273709227,6.317514313078778,11,0,1.0
220,NKU,2026,,13,5.869702267564025,0.4003456025795406,5.3610822193430865,5.6024960106607065,5.863734388147382,6.138385869494231,6.386133987802765,13,0,1.0
221,GRAM,2026,,12,5.870102051609037,0.408103225191474,5.346975360998886,5.592987317251493,5.873398707642908,6.147927438787681,6.394779614940974,12,0,1.0
222,OSU,2026,,11,5.8709243439177206,0.4332401327622422,5.319028774614605,5.5762015216690735,5.870812521507145,6.162418233049728,6.4342605847980945,11,0,1.0
223,UML,2026,,13,5.87461147159814,0.3733576675899565,5.403302269362586,5.621407759224095,5.87298057838505,6.12194082760476,6.353064025121734,13,0,1.0
224,URI,2026,,14,5.875401684661467,0.33965414947528266,5.439682667863992,5.6476316762460215,5.876447599370185,6.100773795649147,6.3070574414067915,14,0,1.0
225,WES,2026,,15,5.877397285574597,0.37881363572071597,5.386082192336579,5.626427859158182,5.880681518119889,6.134920893692202,6.359697679912661,15,0,1.0
226,LAS,2026,,11,5.878283955399642,0.4264101277139581,5.329102263056712,5.588568795157272,5.878844079787351,6.166643808799092,6.428585764032086,11,0,1.0
227,BGSU,2026,,14,5.878868008909816,0.33430757174411807,5.445109066760549,5.655013649949011,5.88095615754761,6.106361498532323,6.304943321731661,14,0,1.0
228,SF,2026,,14,5.881040204509826,0.3656508548131243,5.413083217800511,5.637120416062488,5.8768981233365905,6.131202016409418,6.342314186633367,14,0,1.0
229,CAN,2026,,11,5.885950815338806,0.4266908732717763,5.338790909616213,5.602129385784103,5.883386529403925,6.175767653033915,6.431472662106862,11,0,1.0
230,WSU,2026,,14,5.887514780906849,0.3615565105724184,5.416106712094315,5.645281306733575,5.895119622377224,6.129153452613994,6.350620915612126,14,0,1.0
231,DAY,2026,,13,5.888295572186373,0.41147827466104453,5.360681332708966,5.614352813093522,5.883814475372542,6.166849077062359,6.418405885197562,13,0,1.0
232,UAPB,2026,,11,5.889384179481428,0.4208501991942721,5.34836496463886,5.60986955832413,5.890525642026651,6.174596469398244,6.42601741957598,11,0,1.0
233,WICH,2026,,13,5.889513991391071,0.3756325349412045,5.408757293441834,5.635003675273076,5.891889690688359,6.1433703200651015,6.369204379987059,13,0,1.0
234,FIU,2026,,15,5.890674966403079,0.358347890581903,5.43555642036072,5.651284680411843,5.884756185517173,6.132570948892159,6.347373358588085,15,0,1.0
235,INST,2026,,15,5.891092815208281,0.3428779724209796,5.455872805785047,5.657496645558723,5.89227103206819,6.119734312185953,6.333072538044302,15,0,1.0
236,QUC,2026,,13,5.8911749642057085,0.3912750703373495,5.389456997087845,5.631081470303388,5.891317751918867,6.159194537193002,6.393001470455285,13,0,1.0
237,CSUB,2026,,17,5.892553916105369,0.33682894957815684,5.459578449430527,5.665754842955215,5.895008717391325,6.121946195600461,6.319970713444106,17,0,1.0
238,EMU,2026,,15,5.897283950596071,0.36288415089287196,5.436055596575019,5.648393824960748,5.895755825546338,6.141101736800705,6.36800144701511,15,0,1.0
239,BRAD,2026,,14,5.8980765533435315,0.36275575425247913,5.429749402462384,5.654511553623108,5.903011417526207,6.145667020320423,6.359053298733619,14,0,1.0
240,UNCO,2026,,15,5.9028461646322885,0.35502757016616615,5.448099552755123,5.6599282646620965,5.902943374660355,6.1442315621117904,6.361890987212872,15,0,1.0
241,UTU,2026,,13,5.903432764923339,0.38934663075362425,5.4067798726657506,5.640000864199192,5.903332153267073,6.162782470185287,6.402798367294991,13,0,1.0
242,SFA,2026,,18,5.908600781507411,0.30932344812674956,5.5133651105036625,5.702665330565905,5.912751799148659,6.116930004729755,6.298918654148387,18,0,1.0
243,NE,2026,,17,5.909002878409339,0.337916721444811,5.48040695804918,5.679439067147975,5.911553913490879,6.135227461630213,6.3414181142320745,17,0,1.0
244,SHU,2026,,11,5.916143764936724,0.39531474627247626,5.406545664179018,5.650405900300671,5.916743152463155,6.184093038308261,6.423885884735873,11,0,1.0
245,SDST,2026,,15,5.916859838521098,0.36572633186332304,5.449606307158934,5.673519453592253,5.915945491359825,6.158230052567839,6.388303930768057,15,0,1.0
246,VAL,2026,,12,5.917197472138375,0.39590908778631323,5.4127636749857535,5.65657463429483,5.917821349386157,6.184765063552625,6.420442453001933,12,0,1.0
247,SHSU,2026,,13,5.929779625523358,0.3893977359049832,5.427557327197261,5.665978006307812,5.9323181592038114,6.191003535727377,6.427776773309245,13,0,1.0
248,UNO,2026,,22,5.931219071787156,0.31555097296291973,5.529018704310197,5.718199146061772,5.929001078062496,6.144257285545917,6.336478765383303,22,0,1.0
249,MERC,2026,,10,5.9322069037285035,0.48393429043080743,5.318340078011233,5.610032046747436,5.92807003521338,6.258097631968397,6.550957935029899,10,0,1.0
250,MILW,2026,,13,5.933285368943313,0.3919711931992597,5.426055779260636,5.664352107582078,5.933584258409276,6.198590832222423,6.435499290392029,13,0,1.0
251,UNA,2026,,16,5.935002108923762,0.34209669513382174,5.500611123244815,5.713787087993138,5.9290015569781165,6.158777590011207,6.379038682339497,16,0,1.0
252,UTM,2026,,13,5.943524322356553,0.3875028178486319,5.446984397648739,5.680217746462105,5.9444524550284115,6.207199920700517,6.443967265396454,13,0,1.0
253,JKST,2026,,12,5.945614918561231,0.42970705428065964,5.3982286923875185,5.650181126424919,5.94750239117529,6.23655665058065,6.499743949403338,12,0,1.0
254,LEM,2026,,12,5.953816634772624,0.4027126182533347,5.438336077814114,5.681454631761671,5.952083745343215,6.224536727075316,6.475052812725152,12,0,1.0
255,SOU,2026,,14,5.95389277278166,0.37534106532392475,5.481462721024658,5.700335809226749,5.952920281179546,6.204601754107402,6.440924536704446,14,0,1.0
256,NIA,2026,,14,5.954555361126519,0.3916909480935673,5.4616233900137106,5.691726431270784,5.952461985724552,6.217547618267218,6.46122706359344,14,0,1.0
257,OHIO,2026,,12,5.955550573815421,0.4124917665244428,5.424941499962526,5.675586115489423,5.959160924823335,6.236614174090957,6.479328002503623,12,0,1.0
258,BUCK,2026,,12,5.9561233325054825,0.40114777961989934,5.456147514367996,5.690127383776153,5.950338408851657,6.221916410363299,6.469957802920332,12,0,1.0
259,WAG,2026,,16,5.95765347466592,0.37159652236182517,5.4892340148729835,5.710604208639046,5.956811039634916,6.209171664938809,6.432666562398493,16,0,1.0
260,HOF,2026,,11,5.957777692865291,0.39813331723298045,5.451887749972187,5.688833372610357,5.956915903173622,6.221066921453,6.468559257618093,11,0,1.0
261,AKR,2026,,14,5.964223001153916,0.3788351384418849,5.476061160367238,5.715688385054025,5.9706753572860425,6.215688820439675,6.448167713151592,14,0,1.0
262,NORF,2026,,14,5.975213304278819,0.36227118398452185,5.514361971618333,5.732353364436603,5.975960122377911,6.217928862576547,6.439996472699346,14,0,1.0
263,STO,2026,,16,5.976971057535835,0.3427061080181061,5.530910923991701,5.745279711199483,5.981690748249439,6.205697943861734,6.4139282209738955,16,0,1.0
264,PV,2026,,13,5.9804237396766515,0.42304513772995395,5.437350678319305,5.695556235291113,5.977466142561287,6.267141995573379,6.522480051674313,13,0,1.0
265,W&M,2026,,13,5.980807089950732,0.3916937264811995,5.474817944662253,5.712536472856061,5.9835195361738,6.248911566568478,6.4836713822287235,13,0,1.0
266,CMU,2026,,12,5.983841509835417,0.38686419502602826,5.488476552416457,5.726717199007695,5.978488358603872,6.244075282557378,6.480011589538708,12,0,1.0
267,NDSU,2026,,16,5.986900917798271,0.3539130916122793,5.537742006398272,5.744906396893025,5.98771178807465,6.227350014415101,6.443241951960335,16,0,1.0
268,TOW,2026,,8,5.990600515414595,0.4213411062716538,5.449498362763441,5.71117784335884,5.99060898701585,6.270047842039766,6.536782807255359,8,0,1.0
269,UMES,2026,,9,5.99257177999174,0.47552329895427964,5.383199105661326,5.674092506097578,5.9879483601614485,6.310860916214281,6.603896240933229,9,0,1.0
270,SBU,2026,,14,5.9955917024281185,0.38004952696471084,5.505531405971602,5.736581936869392,5.996949137173599,6.248674615298479,6.483421482811803,14,0,1.0
271,OAK,2026,,13,5.996186043379479,0.3883909230976346,5.50422193724305,5.735091232338856,5.99728065436196,6.257493641483081,6.49057325369364,13,0,1.0
272,MVSU,2026,,18,6.013391916617306,0.33621112696443894,5.579877124683242,5.788104849553769,6.011438193144242,6.246357593254507,6.442531569081257,18,0,1.0
273,WIU,2026,,13,6.019187164105395,0.3729073644207634,5.5363146647286,5.769238822962421,6.019961241117696,6.268990722201054,6.494750470146958,13,0,1.0
274,ALCN,2026,,14,6.020334756296556,0.37018485360544123,5.543575201095901,5.771932527893826,6.022807474720822,6.268041818381535,6.489535708551267,14,0,1.0
275,EKU,2026,,15,6.022093504955023,0.3805130208276702,5.540318015590148,5.763458148847144,6.0167690265340905,6.274554760100877,6.512559796759381,15,0,1.0
276,AAMU,2026,,13,6.036729172664963,0.3673484554821346,5.562615141884707,5.791425336437014,6.043323483921535,6.284327783239135,6.508317168689376,13,0,1.0
277,BUT,2026,,13,6.055573364008399,0.38479854069292896,5.556700584687565,5.7973192555671496,6.05094063244974,6.3186994613327805,6.544986698013638,13,0,1.0
278,WCU,2026,,17,6.061849337584837,0.35153272922380474,5.611761183320753,5.8208663703506724,6.061230195324711,6.298547252315358,6.512631324531109,17,0,1.0
279,SIE,2026,,14,6.065429811932654,0.36714690343258866,5.595906791544064,5.821549514193161,6.0646429107224495,6.314503768249974,6.5348558183969505,14,0,1.0
280,YSU,2026,,13,6.072579418522718,0.3323475876724741,5.649106709210225,5.842980604579405,6.076823297719912,6.298057934937273,6.491221056903753,13,0,1.0
281,UIW,2026,,17,6.08045361376594,0.33935884422615953,5.64634898478396,5.854418679391758,6.078425614877482,6.308681383125691,6.5115350488966754,17,0,1.0
282,MORE,2026,,12,6.083283087065729,0.3936829747537016,5.574498618882028,5.812169608148875,6.086295508221738,6.352779878440133,6.589638967674314,12,0,1.0
283,BELL,2026,,15,6.115883644249344,0.3404967846411407,5.683848741273083,5.887830963640294,6.115147832117957,6.342453569875609,6.550663420416102,15,0,1.0
284,BYU,2026,,13,6.1238138577541354,0.39069759911822827,5.620031407544366,5.861790895304078,6.126145787611176,6.393585131881013,6.6176001502759485,13,0,1.0
285,DSU,2026,,15,6.138785887877489,0.3383351388475773,5.711652308968531,5.9088853160084405,6.134189466525669,6.3690420308736515,6.573479698995207,15,0,1.0
286,VMI,2026,,12,6.1610029829204604,0.3945130044893458,5.655758295036281,5.900249217027436,6.163214013114214,6.425822918817465,6.668683073883821,12,0,1.0
287,CSUN,2026,,12,6.164921181847211,0.46362082682327,5.569833207642321,5.852131589155738,6.161668867058783,6.477441399417347,6.758022741911479,12,0,1.0
288,TXSO,2026,,8,6.197438740937315,0.4969075622499056,5.569661107258729,5.857391483950413,6.193878871450826,6.5383019083804435,6.831100056286572,8,0,1.0
